@relation stats

@attribute num numeric
@attribute min numeric
@attribute max numeric
@attribute mean numeric
@attribute geommean numeric
@attribute variance numeric
@attribute class {ROOM,HALL}

@data
45,0.094036,9.187693,0.87118,0.417209,2.384273,ROOM
47,0.065396,9.169829,0.827967,0.412225,2.197565,ROOM
44,0.09995,9.142662,0.87744,0.455371,2.306555,ROOM
49,0.064636,9.13331,0.806732,0.402388,2.101465,ROOM
50,0.062556,7.122836,0.778501,0.402886,1.508609,ROOM
46,0.080396,6.022007,0.825927,0.43306,1.438723,ROOM
47,0.080483,5.846297,0.847222,0.437387,1.360241,ROOM
45,0.096726,4.08375,0.83905,0.484257,1.034045,ROOM
49,0.064447,3.634672,0.795886,0.442754,0.960776,ROOM
44,0.104927,3.660127,0.859491,0.480906,1.06996,ROOM
46,0.07764,5.510848,0.8885,0.47658,1.384091,ROOM
42,0.077862,3.571846,0.862163,0.440149,1.201045,ROOM
44,0.102701,3.610838,0.85634,0.483983,1.020187,ROOM
42,0.093905,3.610815,0.836261,0.471043,0.962941,ROOM
46,0.062535,5.51883,0.881836,0.469236,1.248996,ROOM
44,0.094145,5.625708,0.882848,0.483655,1.2961,ROOM
39,0.109939,5.652003,0.93571,0.487447,1.516191,ROOM
39,0.108675,5.644711,0.967018,0.506591,1.504667,ROOM
40,0.097802,5.595528,0.907224,0.478541,1.395456,ROOM
43,0.099031,5.634007,0.943972,0.495029,1.46477,ROOM
42,0.099146,5.630475,1.014344,0.495432,1.593519,ROOM
45,0.111689,5.620272,0.947111,0.503215,1.422225,ROOM
40,0.081545,5.517261,0.946998,0.481943,1.537258,ROOM
44,0.096225,5.603984,0.954979,0.49961,1.398398,ROOM
44,0.095478,5.598595,0.980884,0.491993,1.654166,ROOM
43,0.098168,5.584687,1.0251,0.533037,1.516677,ROOM
43,0.097889,5.56184,1.025127,0.526184,1.510566,ROOM
41,0.104525,5.534512,1.03798,0.542797,1.558382,ROOM
44,0.098989,5.50225,0.932545,0.504682,1.417034,ROOM
47,0.112971,5.44038,0.984815,0.540955,1.418502,ROOM
49,0.094445,5.347827,0.951267,0.510259,1.309899,ROOM
55,0.093123,5.583207,0.786494,0.425648,1.072068,ROOM
50,0.095122,5.578325,0.873444,0.454456,1.336152,ROOM
53,0.085846,5.444701,0.802163,0.428781,1.207571,ROOM
52,0.094349,5.588444,0.905921,0.476096,1.32127,ROOM
48,0.093741,5.583464,0.878291,0.455064,1.371332,ROOM
55,0.087954,5.460632,0.783994,0.434497,1.103883,ROOM
55,0.085338,5.593851,0.860798,0.450621,1.21456,ROOM
56,0.086159,5.58876,0.739188,0.410573,1.002523,ROOM
56,0.088704,5.466971,0.775511,0.4363,1.081565,ROOM
57,0.0705,5.599415,0.835814,0.433331,1.19157,ROOM
57,0.092522,5.594212,0.798598,0.423761,1.108413,ROOM
55,0.058025,5.466197,0.79095,0.402633,1.203894,ROOM
59,0.083908,5.605136,0.816764,0.443775,1.159579,ROOM
57,0.084234,5.599817,0.802139,0.411272,1.215365,ROOM
53,0.089233,5.460652,0.827785,0.442812,1.223379,ROOM
57,0.083283,5.611009,0.774672,0.426489,1.119228,ROOM
56,0.083514,5.605555,0.819397,0.431457,1.220142,ROOM
57,0.087358,5.462407,0.776225,0.420025,1.189309,ROOM
57,0.09352,5.616913,0.784186,0.447113,1.10831,ROOM
60,0.085551,5.607307,0.830796,0.424998,1.207432,ROOM
61,0.104365,5.458508,0.814703,0.448274,1.093848,ROOM
58,0.085104,5.622788,0.750127,0.42599,1.026911,ROOM
63,0.06709,5.570362,0.738852,0.404389,1.016103,ROOM
64,0.062638,5.634777,0.70945,0.385014,0.997694,ROOM
66,0.065176,5.628767,0.783512,0.432464,1.040401,ROOM
69,0.06602,5.606418,0.753241,0.411286,0.982435,ROOM
68,0.066288,5.637474,0.707896,0.411133,0.887613,ROOM
70,0.064324,5.652788,0.718125,0.398776,0.89371,ROOM
73,0.072239,5.65007,0.717629,0.397056,0.881675,ROOM
75,0.061879,5.654699,0.707729,0.394978,0.851073,ROOM
68,0.060079,5.518691,0.705093,0.395556,0.908339,ROOM
73,0.066129,5.660372,0.682835,0.387007,0.860069,ROOM
74,0.065749,5.661355,0.659996,0.371613,0.839844,ROOM
71,0.065042,3.603836,0.711567,0.420139,0.6866,ROOM
74,0.064812,5.62885,0.682307,0.406837,0.783506,ROOM
77,0.056631,3.655839,0.612075,0.35838,0.598742,ROOM
75,0.073641,5.669157,0.701381,0.39257,0.872696,ROOM
75,0.071202,5.642581,0.709976,0.403252,0.873097,ROOM
75,0.089434,5.604832,0.698719,0.402934,0.847693,ROOM
77,0.07295,5.567083,0.661712,0.373318,0.82593,ROOM
79,0.063233,3.620882,0.601033,0.351597,0.580037,ROOM
76,0.093097,5.588106,0.622768,0.376905,0.743107,ROOM
77,0.059124,3.617941,0.62545,0.375861,0.570611,ROOM
75,0.051291,3.596348,0.600978,0.359113,0.57091,ROOM
76,0.067754,3.617686,0.548687,0.347684,0.457279,ROOM
80,0.06753,3.62567,0.575927,0.344667,0.550439,ROOM
80,0.056193,3.620112,0.563072,0.329864,0.535218,ROOM
80,0.06706,3.619989,0.575869,0.349149,0.536271,ROOM
80,0.065882,3.624495,0.532987,0.338613,0.440433,ROOM
79,0.065744,3.579183,0.628007,0.381932,0.552053,ROOM
82,0.054316,3.614641,0.543575,0.344076,0.454967,ROOM
82,0.053275,3.619062,0.55773,0.365929,0.39836,ROOM
86,0.053023,5.596388,0.579374,0.343488,0.642319,ROOM
83,0.059511,3.609414,0.557895,0.36037,0.428787,ROOM
84,0.052396,3.613755,0.53309,0.354934,0.382596,ROOM
84,0.052113,5.634585,0.577825,0.361881,0.633804,ROOM
86,0.064615,3.604317,0.544009,0.356027,0.384554,ROOM
82,0.072372,5.586265,0.599625,0.365591,0.699114,ROOM
87,0.064958,5.62837,0.57468,0.353304,0.619173,ROOM
83,0.064768,5.585189,0.578737,0.343412,0.701477,ROOM
86,0.056316,5.65239,0.56453,0.357932,0.570639,ROOM
88,0.063098,5.654918,0.559187,0.346735,0.596456,ROOM
87,0.05603,5.650077,0.566372,0.352554,0.594798,ROOM
82,0.055715,5.621887,0.600017,0.360933,0.702085,ROOM
81,0.05531,5.637094,0.578959,0.36972,0.610108,ROOM
84,0.072446,5.629095,0.582593,0.374793,0.59031,ROOM
89,0.054478,5.54807,0.538735,0.328596,0.559459,ROOM
82,0.06868,5.610537,0.583182,0.357533,0.677465,ROOM
83,0.071019,5.587976,0.588181,0.375452,0.593531,ROOM
89,0.063854,5.599266,0.546348,0.341928,0.575967,ROOM
82,0.0707,5.583595,0.566431,0.34195,0.733988,ROOM
86,0.063756,5.522619,0.555571,0.358836,0.572586,ROOM
87,0.063879,5.573581,0.540311,0.331297,0.570136,ROOM
84,0.070338,5.559701,0.567751,0.365913,0.589645,ROOM
82,0.062684,5.499523,0.580933,0.342485,0.823677,ROOM
88,0.064568,5.550909,0.521794,0.321142,0.577666,ROOM
83,0.062,5.538777,0.573783,0.353461,0.67302,ROOM
81,0.068238,5.526739,0.571595,0.345338,0.656212,ROOM
87,0.065283,5.531176,0.555162,0.335026,0.667602,ROOM
85,0.060705,5.520751,0.562835,0.336189,0.62214,ROOM
86,0.062674,5.511325,0.551777,0.33145,0.581957,ROOM
78,0.069316,5.464448,0.57417,0.340374,0.831657,ROOM
79,0.059386,5.505556,0.571158,0.355707,0.60118,ROOM
77,0.070449,5.497784,0.610132,0.380718,0.728017,ROOM
75,0.058724,5.490983,0.623065,0.373231,0.87729,ROOM
74,0.060839,5.415669,0.611154,0.371132,0.86442,ROOM
74,0.058069,5.48698,0.587276,0.349448,0.860163,ROOM
72,0.059902,5.483056,0.596759,0.367209,0.8733,ROOM
76,0.057427,5.477547,0.571781,0.345123,0.72316,ROOM
71,0.075538,5.068015,0.554938,0.369134,0.516699,ROOM
74,0.056496,5.475252,0.515164,0.329312,0.527027,ROOM
73,0.063318,2.484297,0.462826,0.331623,0.207132,ROOM
73,0.056232,2.483396,0.46134,0.326469,0.210941,ROOM
75,0.056062,2.445956,0.45572,0.322982,0.219364,ROOM
70,0.056048,2.480442,0.483983,0.348825,0.227789,ROOM
68,0.056005,2.478325,0.457744,0.332036,0.187998,ROOM
66,0.061564,2.479361,0.467699,0.350105,0.184227,ROOM
69,0.071219,2.474568,0.4412,0.327926,0.175085,ROOM
69,0.067812,2.430425,0.438035,0.325345,0.168977,ROOM
65,0.060191,2.483438,0.455422,0.349012,0.161329,ROOM
68,0.06846,1.710994,0.406831,0.30413,0.118941,ROOM
65,0.073106,1.371696,0.40752,0.320573,0.092662,ROOM
62,0.058949,1.395862,0.420859,0.334998,0.092549,ROOM
65,0.066849,1.562008,0.406962,0.312218,0.108168,ROOM
63,0.064111,1.38991,0.398704,0.307952,0.097424,ROOM
59,0.057536,1.382962,0.412553,0.326898,0.09776,ROOM
57,0.075068,1.400363,0.405909,0.320027,0.097701,ROOM
56,0.085139,1.481861,0.410236,0.324162,0.101637,ROOM
55,0.07409,1.375615,0.408863,0.324333,0.099674,ROOM
55,0.073725,1.44992,0.40932,0.320439,0.103192,ROOM
52,0.061259,1.38316,0.388026,0.312643,0.087545,ROOM
49,0.128128,1.417428,0.406922,0.33584,0.092679,ROOM
49,0.091493,1.775451,0.413296,0.328282,0.116034,ROOM
47,0.119147,1.761443,0.417644,0.340074,0.109939,ROOM
48,0.054797,1.747976,0.406926,0.313994,0.119087,ROOM
47,0.053685,1.735032,0.412274,0.315901,0.117791,ROOM
43,0.052638,1.722593,0.437246,0.334052,0.152121,ROOM
43,0.070645,1.710646,0.438714,0.327775,0.160141,ROOM
40,0.094976,1.699174,0.463088,0.352361,0.166965,ROOM
39,0.095613,1.705499,0.477422,0.355642,0.182629,ROOM
38,0.084388,1.671004,0.479804,0.350369,0.189303,ROOM
35,0.097131,1.675022,0.520096,0.386518,0.216319,ROOM
37,0.0807,1.670463,0.485094,0.347907,0.207915,ROOM
37,0.080321,1.670456,0.486365,0.357981,0.182755,ROOM
38,0.078497,1.667491,0.465066,0.333386,0.187082,ROOM
35,0.067471,1.861607,0.496526,0.348654,0.231082,ROOM
32,0.145114,1.664085,0.488881,0.372002,0.183693,ROOM
34,0.144467,1.666397,0.462855,0.352482,0.177014,ROOM
32,0.14507,1.666923,0.487965,0.36784,0.188499,ROOM
34,0.116234,1.667209,0.462738,0.346124,0.176692,ROOM
34,0.078429,3.166702,0.548685,0.362361,0.399515,ROOM
36,0.071439,3.144001,0.535657,0.365111,0.370557,ROOM
35,0.079676,3.143781,0.54998,0.372275,0.382813,ROOM
34,0.142738,2.739771,0.543729,0.387123,0.322571,ROOM
38,0.11747,2.731896,0.534265,0.370756,0.325395,ROOM
35,0.093498,2.719153,0.565577,0.396405,0.340427,ROOM
34,0.081871,3.086236,0.589294,0.404256,0.401304,ROOM
33,0.137998,1.60411,0.531495,0.399166,0.212529,ROOM
33,0.063774,3.078037,0.495323,0.339511,0.340916,ROOM
31,0.063741,3.078398,0.477589,0.331633,0.329952,ROOM
28,0.134506,1.466338,0.415044,0.347246,0.09596,ROOM
32,0.067412,1.446847,0.363868,0.294371,0.087848,ROOM
29,0.132671,1.447218,0.396805,0.334677,0.089572,ROOM
32,0.055192,1.398043,0.353315,0.283404,0.086807,ROOM
33,0.057953,1.369566,0.345856,0.282602,0.080205,ROOM
31,0.128323,1.306688,0.393449,0.327143,0.082675,ROOM
36,0.056786,1.247056,0.350311,0.29203,0.061973,ROOM
34,0.126309,1.313534,0.368245,0.310273,0.071159,ROOM
34,0.062041,1.296725,0.337907,0.278941,0.065283,ROOM
35,0.122872,1.120725,0.360947,0.306777,0.056041,ROOM
34,0.121214,1.291862,0.374349,0.319639,0.061315,ROOM
37,0.062809,1.116507,0.354966,0.294024,0.055383,ROOM
36,0.081251,1.079406,0.364327,0.30477,0.054869,ROOM
35,0.054617,1.101523,0.349452,0.288424,0.055852,ROOM
33,0.080837,1.091218,0.366939,0.309168,0.056234,ROOM
36,0.090563,1.290441,0.365364,0.302543,0.064753,ROOM
33,0.080477,1.290019,0.362441,0.30309,0.062735,ROOM
36,0.080377,1.296206,0.364931,0.306059,0.060055,ROOM
36,0.080675,1.307871,0.360239,0.30049,0.059011,ROOM
38,0.080394,0.769904,0.329295,0.293057,0.025653,ROOM
40,0.051846,0.690044,0.320726,0.274174,0.028783,ROOM
39,0.071088,0.610428,0.316745,0.278557,0.022718,ROOM
40,0.057792,0.627826,0.312532,0.270498,0.024884,ROOM
41,0.081046,0.622202,0.317197,0.280321,0.022689,ROOM
37,0.081462,0.573327,0.313888,0.280491,0.019967,ROOM
41,0.082163,0.615311,0.316623,0.284103,0.02071,ROOM
36,0.09348,0.586326,0.311825,0.281913,0.018594,ROOM
40,0.079909,0.608291,0.317001,0.281361,0.022211,ROOM
39,0.084765,0.602754,0.324667,0.292358,0.020845,ROOM
38,0.093841,0.601172,0.329296,0.297869,0.020647,ROOM
38,0.116961,0.595675,0.332558,0.303883,0.019979,ROOM
36,0.142901,0.59398,0.322446,0.296332,0.018887,ROOM
37,0.151944,0.605323,0.328033,0.302528,0.018474,ROOM
37,0.149792,0.601209,0.329063,0.302719,0.019061,ROOM
37,0.147663,0.597917,0.32713,0.298195,0.020314,ROOM
36,0.136614,0.616893,0.337464,0.306592,0.021618,ROOM
37,0.137121,0.615141,0.327617,0.2995,0.02005,ROOM
37,0.119288,0.614266,0.324942,0.296462,0.019731,ROOM
37,0.119288,0.614266,0.324942,0.296462,0.019731,ROOM
37,0.119509,0.61339,0.32571,0.296101,0.020297,ROOM
37,0.102059,0.611639,0.332238,0.303187,0.020078,ROOM
37,0.084913,0.609012,0.327929,0.295975,0.020855,ROOM
38,0.050877,0.722915,0.331736,0.294138,0.024169,ROOM
37,0.091487,0.704353,0.33972,0.308692,0.022661,ROOM
36,0.091456,0.700587,0.340969,0.307661,0.023741,ROOM
37,0.091513,0.639271,0.32566,0.292213,0.022889,ROOM
35,0.091684,0.625551,0.358014,0.321768,0.024402,ROOM
36,0.144489,0.634984,0.347661,0.314712,0.023351,ROOM
35,0.107955,0.633553,0.347841,0.316801,0.022135,ROOM
36,0.175012,0.638238,0.35171,0.325237,0.020568,ROOM
35,0.189374,0.621348,0.357535,0.334184,0.018046,ROOM
36,0.135375,0.626664,0.346526,0.319824,0.019563,ROOM
36,0.082738,0.632364,0.346789,0.317162,0.020488,ROOM
34,0.178416,0.617316,0.36541,0.341235,0.018778,ROOM
35,0.06775,0.617386,0.353443,0.319114,0.02277,ROOM
34,0.066759,0.632103,0.361958,0.328285,0.022643,ROOM
34,0.065902,0.620183,0.358509,0.323981,0.023151,ROOM
33,0.150393,0.622778,0.368966,0.340705,0.021371,ROOM
35,0.063966,0.61945,0.350743,0.307027,0.026211,ROOM
34,0.0634,0.646362,0.355557,0.314765,0.025168,ROOM
33,0.06269,0.644935,0.36633,0.331243,0.023969,ROOM
33,0.061842,0.632665,0.365864,0.331025,0.023913,ROOM
34,0.061023,0.637415,0.334989,0.297227,0.023167,ROOM
34,0.060403,0.653395,0.330983,0.291666,0.0242,ROOM
34,0.059627,0.667101,0.329949,0.288871,0.025254,ROOM
35,0.066988,0.684807,0.321574,0.27793,0.027359,ROOM
33,0.087254,0.707679,0.339825,0.301958,0.025916,ROOM
33,0.06506,0.656505,0.317478,0.277498,0.024071,ROOM
33,0.06026,0.66451,0.313693,0.268927,0.025768,ROOM
33,0.062901,0.676593,0.311261,0.267055,0.025758,ROOM
31,0.082601,0.680115,0.329273,0.293414,0.022899,ROOM
31,0.058905,0.687672,0.329383,0.289676,0.023683,ROOM
32,0.058747,0.699053,0.321548,0.274724,0.025729,ROOM
30,0.057944,0.735329,0.337555,0.293022,0.024797,ROOM
28,0.077469,0.709047,0.347118,0.312177,0.021819,ROOM
29,0.056982,0.746951,0.336105,0.286566,0.027354,ROOM
27,0.056136,0.735428,0.355728,0.318187,0.022868,ROOM
25,0.097943,0.749794,0.37185,0.341169,0.022684,ROOM
25,0.096155,0.748178,0.367047,0.335982,0.022709,ROOM
25,0.094365,0.763518,0.368462,0.333026,0.025059,ROOM
25,0.064243,0.568684,0.349371,0.311163,0.022364,ROOM
24,0.113845,0.61225,0.366301,0.338069,0.020384,ROOM
24,0.112459,0.660579,0.360976,0.331169,0.021776,ROOM
24,0.111366,0.706909,0.360995,0.326372,0.025321,ROOM
23,0.088624,0.751494,0.368883,0.334602,0.025164,ROOM
23,0.110705,0.794635,0.366043,0.330532,0.027575,ROOM
23,0.110612,0.872101,0.37178,0.331753,0.031948,ROOM
23,0.088447,0.913265,0.372647,0.325745,0.035841,ROOM
22,0.088457,0.953914,0.386369,0.345304,0.035118,ROOM
22,0.110639,1.029055,0.404842,0.360346,0.043091,ROOM
21,0.088204,1.068477,0.392239,0.345882,0.04404,ROOM
21,0.08764,1.107232,0.407889,0.355025,0.051675,ROOM
21,0.086789,1.14509,0.408185,0.351651,0.055858,ROOM
22,0.085653,1.157262,0.401077,0.34303,0.05587,ROOM
23,0.067171,1.167719,0.369625,0.302139,0.055754,ROOM
24,0.058679,3.948901,0.516105,0.333185,0.586468,ROOM
23,0.058842,3.748881,0.660514,0.376485,0.932043,ROOM
22,0.060668,4.035489,0.7218,0.421412,1.031827,ROOM
23,0.080019,7.454482,0.701814,0.365526,2.231516,ROOM
24,0.079506,7.024641,0.661146,0.35947,1.896085,ROOM
25,0.059142,7.000848,0.584136,0.301144,1.832889,ROOM
25,0.059006,6.719571,0.581231,0.306365,1.683772,ROOM
25,0.05915,6.769305,0.697445,0.364771,1.792226,ROOM
25,0.093539,6.795604,0.668882,0.366576,1.742741,ROOM
26,0.090925,6.816935,0.638185,0.341666,1.700643,ROOM
27,0.052588,6.388698,0.595301,0.308139,1.456695,ROOM
24,0.086663,6.423585,0.696672,0.37666,1.691022,ROOM
24,0.067656,6.488265,0.696526,0.374845,1.719542,ROOM
22,0.086037,6.802612,0.729634,0.35838,2.067928,ROOM
23,0.112379,6.671688,0.697492,0.353795,1.894582,ROOM
25,0.110569,6.722461,0.66537,0.341465,1.770425,ROOM
26,0.108559,6.745026,0.651248,0.332301,1.724066,ROOM
29,0.097912,6.762814,0.597577,0.303082,1.57785,ROOM
28,0.068201,6.780856,0.616769,0.308979,1.644064,ROOM
29,0.10828,6.726499,0.615379,0.320855,1.567199,ROOM
32,0.10794,6.744164,0.567206,0.303204,1.420344,ROOM
32,0.106949,6.691224,0.569037,0.303384,1.408729,ROOM
35,0.108768,6.746375,0.541119,0.304969,1.259114,ROOM
38,0.115084,7.055051,0.564262,0.321649,1.305448,ROOM
38,0.085922,6.514186,0.62469,0.337706,1.303339,ROOM
41,0.105522,6.468877,0.601882,0.334391,1.192428,ROOM
39,0.053777,6.443802,0.616528,0.341296,1.250941,ROOM
45,0.054999,6.606026,0.552354,0.300272,1.111943,ROOM
40,0.074983,6.775788,0.614421,0.3391,1.326181,ROOM
44,0.076503,6.745574,0.562754,0.309388,1.178246,ROOM
40,0.078055,6.707455,0.628137,0.35135,1.304989,ROOM
42,0.079569,6.908846,0.590488,0.320197,1.325628,ROOM
39,0.080448,7.150595,0.637411,0.349693,1.483292,ROOM
41,0.101985,7.022323,0.645692,0.351146,1.422884,ROOM
41,0.082005,7.290793,0.617659,0.329491,1.463903,ROOM
43,0.082737,6.885839,0.591958,0.32459,1.285451,ROOM
42,0.075094,7.463097,0.652384,0.343887,1.533222,ROOM
45,0.08298,7.063474,0.584261,0.318288,1.268609,ROOM
43,0.083209,7.659254,0.625926,0.336478,1.517423,ROOM
42,0.060119,7.260154,0.633682,0.348385,1.417773,ROOM
40,0.102691,7.146172,0.669983,0.367635,1.515291,ROOM
41,0.1087,7.72073,0.671711,0.353857,1.692376,ROOM
44,0.109731,7.337902,0.607756,0.342675,1.356363,ROOM
42,0.065406,3.752011,0.623925,0.374445,0.745538,ROOM
44,0.113453,7.428299,0.640762,0.358665,1.41934,ROOM
45,0.100847,3.743853,0.573493,0.334491,0.732903,ROOM
45,0.105025,4.208207,0.595609,0.345261,0.78468,ROOM
39,0.070272,3.818381,0.677744,0.416759,0.815477,ROOM
46,0.068734,4.001478,0.606189,0.352273,0.793823,ROOM
48,0.06728,4.196087,0.557917,0.316783,0.746248,ROOM
44,0.065909,4.404159,0.622612,0.351329,0.856849,ROOM
43,0.085855,4.628046,0.6798,0.401891,0.933818,ROOM
48,0.084269,5.243068,0.63133,0.349991,0.946591,ROOM
43,0.07697,5.528741,0.679188,0.371608,1.109071,ROOM
47,0.097596,5.843554,0.737316,0.363147,1.541052,ROOM
46,0.09904,6.193513,0.69415,0.373935,1.252792,ROOM
44,0.098069,7.124709,0.828958,0.42301,1.902119,ROOM
47,0.094545,9.134618,0.847217,0.379651,2.640359,ROOM
49,0.097919,9.11565,0.852858,0.441375,2.31948,ROOM
49,0.097441,9.072674,0.859522,0.42986,2.342968,ROOM
52,0.089412,9.0669,0.787406,0.388116,2.219698,ROOM
48,0.086847,9.042835,0.890205,0.427969,2.550296,ROOM
50,0.1131,9.03259,0.825725,0.397196,2.390126,ROOM
51,0.084036,5.550164,0.8143,0.414326,1.53849,ROOM
51,0.083601,5.712568,0.833074,0.424259,1.600974,ROOM
54,0.096073,5.616561,0.770009,0.394825,1.400549,ROOM
54,0.086152,5.689763,0.755101,0.400582,1.313406,ROOM
52,0.079128,5.690233,0.780903,0.411215,1.362918,ROOM
50,0.080345,5.690165,0.814461,0.438247,1.400146,ROOM
49,0.08165,5.531933,0.851911,0.41311,1.86421,ROOM
51,0.085284,5.611673,0.823311,0.393693,1.809844,ROOM
50,0.085062,5.575262,0.838395,0.395542,1.827407,ROOM
59,0.089226,5.666189,0.724502,0.362845,1.31274,ROOM
59,0.088077,5.548131,0.734484,0.352822,1.535291,ROOM
56,0.0885,5.55733,0.752213,0.361731,1.610267,ROOM
55,0.079722,5.440746,0.758007,0.361133,1.588951,ROOM
53,0.087664,5.618305,0.788947,0.393101,1.642752,ROOM
57,0.08211,5.498734,0.726906,0.386799,1.178695,ROOM
61,0.06838,5.500164,0.748392,0.385205,1.163844,ROOM
58,0.051657,5.624957,0.773723,0.393147,1.228279,ROOM
59,0.09157,5.629086,0.790399,0.416079,1.33879,ROOM
59,0.09157,5.629086,0.790399,0.416079,1.33879,ROOM
57,0.07801,5.479122,0.776055,0.369964,1.596911,ROOM
56,0.091036,5.560429,0.804811,0.404639,1.519033,ROOM
53,0.09062,5.605935,0.821873,0.429124,1.472689,ROOM
63,0.085587,5.605868,0.706441,0.371977,1.148917,ROOM
58,0.075231,5.599593,0.762648,0.40005,1.330189,ROOM
59,0.070573,5.501243,0.752223,0.405949,1.076665,ROOM
62,0.077921,5.590419,0.706198,0.365329,1.266738,ROOM
60,0.082552,5.397206,0.735424,0.421503,1.020529,ROOM
60,0.082552,5.397206,0.735424,0.421503,1.020529,ROOM
65,0.071128,5.489503,0.684663,0.37253,0.928206,ROOM
64,0.079958,5.573166,0.683206,0.372423,0.960875,ROOM
65,0.080119,5.573105,0.682599,0.378932,0.872716,ROOM
66,0.07891,5.429042,0.655139,0.358359,1.029229,ROOM
69,0.078039,5.559791,0.644236,0.364276,0.802293,ROOM
72,0.078638,5.557206,0.630287,0.353223,0.781114,ROOM
68,0.077681,5.43128,0.653702,0.37494,0.770348,ROOM
72,0.071176,5.554567,0.613625,0.35468,0.723041,ROOM
71,0.065952,5.554477,0.609645,0.369701,0.666079,ROOM
67,0.075882,5.550258,0.666603,0.382217,0.998094,ROOM
79,0.067886,5.494953,0.577746,0.328793,0.679809,ROOM
76,0.075051,5.383769,0.586025,0.337751,0.680307,ROOM
78,0.082492,5.554518,0.600561,0.35838,0.664107,ROOM
82,0.074322,5.5503,0.594993,0.335156,0.695601,ROOM
77,0.07472,5.546193,0.629282,0.357926,0.792108,ROOM
80,0.060961,5.410687,0.63656,0.368651,0.740159,ROOM
80,0.072943,5.554568,0.668615,0.393472,0.759091,ROOM
85,0.072878,5.555198,0.624888,0.363875,0.70653,ROOM
86,0.058684,5.430097,0.629113,0.355372,0.711654,ROOM
91,0.064264,5.55401,0.603845,0.344892,0.70079,ROOM
87,0.051787,5.55221,0.641043,0.361559,0.734345,ROOM
89,0.064242,5.55528,0.579911,0.32511,0.673291,ROOM
87,0.073843,5.487862,0.606828,0.342344,0.831221,ROOM
91,0.079594,5.549288,0.573971,0.334482,0.643359,ROOM
84,0.064692,5.498537,0.620117,0.350741,0.854946,ROOM
89,0.056205,5.557849,0.564599,0.320104,0.800921,ROOM
84,0.081909,5.394612,0.576312,0.343426,0.789751,ROOM
89,0.056081,5.564251,0.524821,0.296989,0.780037,ROOM
90,0.056104,5.457585,0.535284,0.317709,0.586596,ROOM
90,0.056089,5.563,0.529175,0.300169,0.770661,ROOM
89,0.063452,5.561102,0.522318,0.300804,0.617814,ROOM
90,0.057643,5.564338,0.531105,0.310909,0.766639,ROOM
